lane, 1, 0, 1, driving
1.83697e-16, 3, 0, 0
1, 3, 0, 0
3, 3, 0, 0
6, 3, 0, 0
10, 3, 0, 0
15, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
20, 3, 0, 0
lane, 1, 0, 2, driving
3.67394e-16, 6, 0, 0
1, 6, 0, 0
3, 6, 0, 0
6, 6, 0, 0
10, 6, 0, 0
15, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
20, 6, 0, 0
lane, 1, 0, 0, no-driving
0, 0, 0, 0
1, 0, 0, 0
3, 0, 0, 0
6, 0, 0, 0
10, 0, 0, 0
15, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
20, 0, 0, 0
lane, 1, 0, -1, driving
-1.83697e-16, -3, 0, 0
1, -3, 0, 0
3, -3, 0, 0
6, -3, 0, 0
10, -3, 0, 0
15, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
20, -3, 0, 0
lane, 1, 0, -2, driving
-3.67394e-16, -6, 0, 0
1, -6, 0, 0
3, -6, 0, 0
6, -6, 0, 0
10, -6, 0, 0
15, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
20, -6, 0, 0
lane, 2, 0, 1, driving
20, 3, 0, 0
21.0142, 3.00084, 0, 0.00249185
22.9975, 3.02216, 0, 0.0224266
25.8562, 3.17113, 0, 0.0897064
29.4135, 3.75219, 0, 0.249184
33.2548, 5.34107, 0, 0.560665
36.3346, 8.57348, 0, 1.09766
37.1783, 13.8569, 0, 1.67327
35.0077, 20.5735, 0, 2.0321
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
32.6348, 24.8841, 0, 2.0944
lane, 2, 0, 2, driving
20, 6, 0, 0
21.0067, 6.00083, 0, 0.00249185
22.9303, 6.0214, 0, 0.0224266
25.5875, 6.15907, 0, 0.0897064
28.6736, 6.65953, 0, 0.249184
31.6596, 7.88178, 0, 0.560665
33.6641, 9.94053, 0, 1.09766
34.194, 13.55, 0, 1.67327
32.3213, 19.2382, 0, 2.0321
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
30.0367, 23.3841, 0, 2.0944
lane, 2, 0, 0, no-driving
20, 0, 0, 0
21.0217, 0.000848603, 0, 0.00249185
23.0648, 0.0229115, 0, 0.0224266
26.125, 0.183193, 0, 0.0897064
30.1533, 0.844847, 0, 0.249184
34.8501, 2.80037, 0, 0.560665
39.005, 7.20644, 0, 1.09766
40.1625, 14.1638, 0, 1.67327
37.6941, 21.9088, 0, 2.0321
